InvoiceLineId,InvoiceId,TrackId,UnitPrice,Quantity,CustomerId,PurchaseDate,BillingCountry,Total,FirstName,LastName,Country,SupportRepId,TrackName,AlbumId,GenreId,MediaTypeId,Milliseconds,TrackUnitPrice,AlbumTitle,ArtistId,ArtistName,GenreName,MediaTypeName,LineRevenue
14,4,48,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Not The Doctor,6,1,1,227631,0.99,Jagged Little Pill,4,Alanis Morissette,Rock,MPEG audio file,0.99
15,4,54,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Bleed The Freak,7,1,1,241946,0.99,Facelift,5,Alice In Chains,Rock,MPEG audio file,0.99
16,4,60,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Confusion,7,1,1,344163,0.99,Facelift,5,Alice In Chains,Rock,MPEG audio file,0.99
17,4,66,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Por Causa De Você,8,2,1,169900,0.99,Warner 25 Anos,6,Antônio Carlos Jobim,Jazz,MPEG audio file,0.99
18,4,72,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Angela,8,2,1,169508,0.99,Warner 25 Anos,6,Antônio Carlos Jobim,Jazz,MPEG audio file,0.99
19,4,78,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Master Of Puppets,9,3,1,436453,0.99,Plays Metallica By Four Cellos,7,Apocalyptica,Metal,MPEG audio file,0.99
20,4,84,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Welcome Home (Sanitarium),9,3,1,350197,0.99,Plays Metallica By Four Cellos,7,Apocalyptica,Metal,MPEG audio file,0.99
21,4,90,0.99,1,14,2009-01-06,Canada,8.91,Mark,Philips,Canada,5,Set It Off,10,1,1,263262,0.99,Audioslave,8,Audioslave,Rock,MPEG audio file,0.99
22,5,99,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Your Time Has Come,11,4,1,255529,0.99,Out Of Exile,8,Audioslave,Alternative & Punk,MPEG audio file,0.99
23,5,108,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Dandelion,11,4,1,278125,0.99,Out Of Exile,8,Audioslave,Alternative & Punk,MPEG audio file,0.99
24,5,117,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Rock 'N' Roll Music,12,5,1,141923,0.99,BackBeat Soundtrack,9,BackBeat,Rock And Roll,MPEG audio file,0.99
25,5,126,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Moon germs,13,2,1,294060,0.99,The Best Of Billy Cobham,10,Billy Cobham,Jazz,MPEG audio file,0.99
26,5,135,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Super Terrorizer,14,3,1,319373,0.99,Alcohol Fueled Brewtality Live! [Disc 1],11,Black Label Society,Metal,MPEG audio file,0.99
27,5,144,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Heart Of Gold,15,3,1,194873,0.99,Alcohol Fueled Brewtality Live! [Disc 2],11,Black Label Society,Metal,MPEG audio file,0.99
28,5,153,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Evil Woman,16,3,1,204930,0.99,Black Sabbath,12,Black Sabbath,Metal,MPEG audio file,0.99
29,5,162,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Cornucopia,17,3,1,234814,0.99,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,Metal,MPEG audio file,0.99
30,5,171,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Bowels Of The Devil,18,4,1,223216,0.99,Body Count,13,Body Count,Alternative & Punk,MPEG audio file,0.99
31,5,180,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Body Count Anthem,18,4,1,166426,0.99,Body Count,13,Body Count,Alternative & Punk,MPEG audio file,0.99
32,5,189,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Jerusalem,19,3,1,402390,0.99,Chemical Wedding,14,Bruce Dickinson,Metal,MPEG audio file,0.99
33,5,198,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,When My Left Eye Jumps,20,6,1,235311,0.99,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,Blues,MPEG audio file,0.99
34,5,207,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Meditação,21,7,1,148793,0.99,Prenda Minha,16,Caetano Veloso,Latin,MPEG audio file,0.99
35,5,216,0.99,1,23,2009-01-11,USA,13.86,John,Gordon,USA,4,Esse Cara,21,7,1,223111,0.99,Prenda Minha,16,Caetano Veloso,Latin,MPEG audio file,0.99
36,6,230,0.99,1,37,2009-01-19,Germany,0.99,Fynn,Zimmermann,Germany,3,"Bye, Bye Brasil",23,7,1,283402,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
37,7,231,0.99,1,38,2009-02-01,Germany,1.98,Niklas,Schröder,Germany,3,Atras Da Porta,23,7,1,189675,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
38,7,232,0.99,1,38,2009-02-01,Germany,1.98,Niklas,Schröder,Germany,3,Tatuagem,23,7,1,172120,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
39,8,234,0.99,1,40,2009-02-01,France,1.98,Dominique,Lefebvre,France,4,Morena De Angola,23,7,1,186801,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
40,8,236,0.99,1,40,2009-02-01,France,1.98,Dominique,Lefebvre,France,4,A Banda,23,7,1,132493,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
41,9,238,0.99,1,42,2009-02-02,France,3.96,Wyatt,Girard,France,3,Com Açúcar E Com Afeto,23,7,1,175386,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
42,9,240,0.99,1,42,2009-02-02,France,3.96,Wyatt,Girard,France,3,Meu Caro Amigo,23,7,1,260257,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
43,9,242,0.99,1,42,2009-02-02,France,3.96,Wyatt,Girard,France,3,Trocando Em Miúdos,23,7,1,169717,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
44,9,244,0.99,1,42,2009-02-02,France,3.96,Wyatt,Girard,France,3,Gota D'água,23,7,1,153208,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
45,10,248,0.99,1,46,2009-02-03,Ireland,5.94,Hugh,O'Reilly,Ireland,3,Etnia,24,7,1,152555,0.99,Afrociberdelia,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
46,10,252,0.99,1,46,2009-02-03,Ireland,5.94,Hugh,O'Reilly,Ireland,3,Samba Do Lado,24,7,1,227317,0.99,Afrociberdelia,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
47,10,256,0.99,1,46,2009-02-03,Ireland,5.94,Hugh,O'Reilly,Ireland,3,Sobremesa,24,7,1,240091,0.99,Afrociberdelia,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
48,10,260,0.99,1,46,2009-02-03,Ireland,5.94,Hugh,O'Reilly,Ireland,3,Sangue De Bairro,24,7,1,132231,0.99,Afrociberdelia,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
49,10,264,0.99,1,46,2009-02-03,Ireland,5.94,Hugh,O'Reilly,Ireland,3,Amor De Muito,24,7,1,175333,0.99,Afrociberdelia,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
50,10,268,0.99,1,46,2009-02-03,Ireland,5.94,Hugh,O'Reilly,Ireland,3,Maracatu Atômico [Trip Hop],24,7,1,221492,0.99,Afrociberdelia,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
51,11,274,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Samba Makossa,25,7,1,271856,0.99,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
52,11,280,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Lixo Do Mangue,25,7,1,193253,0.99,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,Latin,MPEG audio file,0.99
53,11,286,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Firmamento,26,8,1,222145,0.99,Acústico MTV [Live],19,Cidade Negra,Reggae,MPEG audio file,0.99
54,11,292,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Já Foi,26,8,1,221544,0.99,Acústico MTV [Live],19,Cidade Negra,Reggae,MPEG audio file,0.99
55,11,298,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,A Cor Do Sol,26,8,1,231392,0.99,Acústico MTV [Live],19,Cidade Negra,Reggae,MPEG audio file,0.99
56,11,304,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Firmamento,27,8,1,225488,0.99,Cidade Negra - Hits,19,Cidade Negra,Reggae,MPEG audio file,0.99
57,11,310,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Sábado A Noite,27,8,1,267363,0.99,Cidade Negra - Hits,19,Cidade Negra,Reggae,MPEG audio file,0.99
58,11,316,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Linha Do Equador,28,7,1,244715,0.99,Na Pista,20,Cláudio Zoli,Latin,MPEG audio file,0.99
59,11,322,0.99,1,52,2009-02-06,United Kingdom,8.91,Emma,Jones,United Kingdom,3,Livre Pra Viver,28,7,1,214595,0.99,Na Pista,20,Cláudio Zoli,Latin,MPEG audio file,0.99
60,12,331,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Lavadeira,29,9,1,214256,0.99,Axé Bahia 2001,21,Various Artists,Pop,MPEG audio file,0.99
61,12,340,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Dazed and Confused,30,1,1,401920,0.99,BBC Sessions [Disc 1] [Live],22,Led Zeppelin,Rock,MPEG audio file,0.99
62,12,349,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,You Shook Me(2),30,1,1,619467,0.99,BBC Sessions [Disc 1] [Live],22,Led Zeppelin,Rock,MPEG audio file,0.99
63,12,358,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Man With The Woman Head,31,1,1,88894,0.99,Bongo Fury,23,Frank Zappa & Captain Beefheart,Rock,MPEG audio file,0.99
64,12,367,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Leandro De Itaquera 2001,32,10,1,274808,0.99,Carnaval 2001,21,Various Artists,Soundtrack,MPEG audio file,0.99
65,12,376,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Vôo Sobre o Horizonte,33,7,1,225097,0.99,Chill: Brazil (Disc 1),24,Marcos Valle,Latin,MPEG audio file,0.99
66,12,385,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,All Star,33,7,1,176326,0.99,Chill: Brazil (Disc 1),24,Marcos Valle,Latin,MPEG audio file,0.99
67,12,394,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Tanto Tempo,34,7,1,170292,0.99,Chill: Brazil (Disc 2),6,Antônio Carlos Jobim,Latin,MPEG audio file,0.99
68,12,403,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Bumbo Da Mangueira,34,7,1,270158,0.99,Chill: Brazil (Disc 2),6,Antônio Carlos Jobim,Latin,MPEG audio file,0.99
69,12,412,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Die Die My Darling,35,3,1,149315,0.99,Garage Inc. (Disc 1),50,Metallica,Metal,MPEG audio file,0.99
70,12,421,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Radio GA GA,36,1,1,343745,0.99,Greatest Hits II,51,Queen,Rock,MPEG audio file,0.99
71,12,430,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,I'm Going Slightly Mad,36,1,1,248032,0.99,Greatest Hits II,51,Queen,Rock,MPEG audio file,0.99
72,12,439,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,Sure Know Something,37,1,1,242468,0.99,Greatest Kiss,52,Kiss,Rock,MPEG audio file,0.99
73,12,448,0.99,1,2,2009-02-11,Germany,13.86,Leonie,Köhler,Germany,5,God Of Thunder,37,1,1,255791,0.99,Greatest Kiss,52,Kiss,Rock,MPEG audio file,0.99
74,13,462,0.99,1,16,2009-02-19,USA,0.99,Frank,Harris,USA,4,Valentino's,38,2,1,296124,0.99,Heart of the Night,53,Spyro Gyra,Jazz,MPEG audio file,0.99
75,14,463,0.99,1,17,2009-03-04,USA,1.98,Jack,Smith,USA,5,Believe,38,2,1,310778,0.99,Heart of the Night,53,Spyro Gyra,Jazz,MPEG audio file,0.99
76,14,464,0.99,1,17,2009-03-04,USA,1.98,Jack,Smith,USA,5,As We Sleep,38,2,1,316865,0.99,Heart of the Night,53,Spyro Gyra,Jazz,MPEG audio file,0.99
77,15,466,0.99,1,19,2009-03-04,USA,1.98,Tim,Goyer,USA,3,J Squared,38,2,1,288757,0.99,Heart of the Night,53,Spyro Gyra,Jazz,MPEG audio file,0.99
78,15,468,0.99,1,19,2009-03-04,USA,1.98,Tim,Goyer,USA,3,Maria,39,4,1,167262,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
79,16,470,0.99,1,21,2009-03-05,USA,3.96,Kathy,Chase,USA,5,Longview,39,4,1,234083,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
80,16,472,0.99,1,21,2009-03-05,USA,3.96,Kathy,Chase,USA,5,Basket Case,39,4,1,181629,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
81,16,474,0.99,1,21,2009-03-05,USA,3.96,Kathy,Chase,USA,5,She,39,4,1,134164,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
82,16,476,0.99,1,21,2009-03-05,USA,3.96,Kathy,Chase,USA,5,Geek Stink Breath,39,4,1,135888,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
83,17,480,0.99,1,25,2009-03-06,USA,5.94,Victor,Stevens,USA,5,Stuck With Me,39,4,1,135523,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
84,17,484,0.99,1,25,2009-03-06,USA,5.94,Victor,Stevens,USA,5,Nice Guys Finish Last,39,4,1,170187,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
85,17,488,0.99,1,25,2009-03-06,USA,5.94,Victor,Stevens,USA,5,Macy's Day Parade,39,4,1,213420,0.99,International Superhits,54,Green Day,Alternative & Punk,MPEG audio file,0.99
86,17,492,0.99,1,25,2009-03-06,USA,5.94,Victor,Stevens,USA,5,Don't You Cry,40,1,1,347036,0.99,Into The Light,55,David Coverdale,Rock,MPEG audio file,0.99
87,17,496,0.99,1,25,2009-03-06,USA,5.94,Victor,Stevens,USA,5,Living On Love,40,1,1,391549,0.99,Into The Light,55,David Coverdale,Rock,MPEG audio file,0.99
88,17,500,0.99,1,25,2009-03-06,USA,5.94,Victor,Stevens,USA,5,Wherever You May Go,40,1,1,239699,0.99,Into The Light,55,David Coverdale,Rock,MPEG audio file,0.99
89,18,506,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,"Diga Lá, Coração",41,7,1,255921,0.99,Meus Momentos,56,Gonzaguinha,Latin,MPEG audio file,0.99
90,18,512,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Comportamento Geral,41,7,1,181577,0.99,Meus Momentos,56,Gonzaguinha,Latin,MPEG audio file,0.99
91,18,518,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Podres Poderes,23,7,1,259761,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
92,18,524,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Queixa,23,7,1,299676,0.99,Minha Historia,17,Chico Buarque,Latin,MPEG audio file,0.99
93,18,530,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Ando Meio Desligado,42,4,1,287817,0.99,Minha História,57,Os Mutantes,Alternative & Punk,MPEG audio file,0.99
94,18,536,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Vida De Cachorro,42,4,1,195186,0.99,Minha História,57,Os Mutantes,Alternative & Punk,MPEG audio file,0.99
95,18,542,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Meu Refrigerador Não Funciona,42,4,1,382981,0.99,Minha História,57,Os Mutantes,Alternative & Punk,MPEG audio file,0.99
96,18,548,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Smoke On The Water,43,1,1,618031,0.99,MK III The Final Concerts [Disc 1],58,Deep Purple,Rock,MPEG audio file,0.99
97,18,554,0.99,1,31,2009-03-09,Canada,8.91,Martha,Silk,Canada,5,Trampled Under Foot,44,1,1,336692,0.99,Physical Graffiti [Disc 1],22,Led Zeppelin,Rock,MPEG audio file,0.99
98,19,563,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,União Da Ilha,45,7,1,330945,0.99,Sambas De Enredo 2001,21,Various Artists,Latin,MPEG audio file,0.99
99,19,572,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Put Your Lights On,46,1,1,285178,0.99,Supernatural,59,Santana,Rock,MPEG audio file,0.99
100,19,581,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Primavera,46,1,1,378618,0.99,Supernatural,59,Santana,Rock,MPEG audio file,0.99
101,19,590,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Seis Da Tarde,47,7,1,238445,0.99,The Best of Ed Motta,37,Ed Motta,Latin,MPEG audio file,0.99
102,19,599,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Compulsion,48,2,1,345025,0.99,The Essential Miles Davis [Disc 1],68,Miles Davis,Jazz,MPEG audio file,0.99
103,19,608,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,The Pan Piper,48,2,1,233769,0.99,The Essential Miles Davis [Disc 1],68,Miles Davis,Jazz,MPEG audio file,0.99
104,19,617,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Jean Pierre (Live),49,2,1,243461,0.99,The Essential Miles Davis [Disc 2],68,Miles Davis,Jazz,MPEG audio file,0.99
105,19,626,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Drum Boogie,51,2,1,191555,0.99,Up An' Atom,69,Gene Krupa,Jazz,MPEG audio file,0.99
106,19,635,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Lemon Drop,51,2,1,194089,0.99,Up An' Atom,69,Gene Krupa,Jazz,MPEG audio file,0.99
107,19,644,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Showcase,51,2,1,201560,0.99,Up An' Atom,69,Gene Krupa,Jazz,MPEG audio file,0.99
108,19,653,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Como É Duro Trabalhar,52,11,1,226168,0.99,Vinícius De Moraes - Sem Limite,70,Toquinho & Vinícius,Bossa Nova,MPEG audio file,0.99
109,19,662,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),53,7,1,163970,0.99,Vozes do MPB,21,Various Artists,Latin,MPEG audio file,0.99
110,19,671,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,As Rosas Não Falam (Beth Carvalho),53,7,1,116767,0.99,Vozes do MPB,21,Various Artists,Latin,MPEG audio file,0.99
111,19,680,0.99,1,40,2009-03-14,France,13.86,Dominique,Lefebvre,France,4,Green River,54,1,1,154279,0.99,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
112,20,694,0.99,1,54,2009-03-22,United Kingdom,0.99,Steve,Murray,United Kingdom,5,Someday Never Comes,54,1,1,239360,0.99,"Chronicle, Vol. 1",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
113,21,695,0.99,1,55,2009-04-04,Australia,1.98,Mark,Taylor,Australia,4,Walking On The Water,55,1,1,281286,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
114,21,696,0.99,1,55,2009-04-04,Australia,1.98,Mark,Taylor,Australia,4,"Suzie-Q, Pt. 2",55,1,1,244114,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
115,22,698,0.99,1,57,2009-04-04,Chile,1.98,Luis,Rojas,Chile,5,Good Golly Miss Molly,55,1,1,163604,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
116,22,700,0.99,1,57,2009-04-04,Chile,1.98,Luis,Rojas,Chile,5,Wrote A Song For Everyone,55,1,1,296385,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
117,23,702,0.99,1,59,2009-04-05,India,3.96,Puja,Srivastava,India,3,Cotton Fields,55,1,1,178181,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
118,23,704,0.99,1,59,2009-04-05,India,3.96,Puja,Srivastava,India,3,Don't Look Now,55,1,1,131918,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
119,23,706,0.99,1,59,2009-04-05,India,3.96,Puja,Srivastava,India,3,Before You Accuse Me,55,1,1,207804,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
120,23,708,0.99,1,59,2009-04-05,India,3.96,Puja,Srivastava,India,3,Pagan Baby,55,1,1,385619,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
121,24,712,0.99,1,4,2009-04-06,Norway,5.94,Bjørn,Hansen,Norway,4,Born To Move,55,1,1,342804,0.99,"Chronicle, Vol. 2",76,Creedence Clearwater Revival,Rock,MPEG audio file,0.99
122,24,716,0.99,1,4,2009-04-06,Norway,5.94,Bjørn,Hansen,Norway,4,Brasil,56,7,1,243696,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,Latin,MPEG audio file,0.99
123,24,720,0.99,1,4,2009-04-06,Norway,5.94,Bjørn,Hansen,Norway,4,Coroné Antonio Bento,56,7,1,200437,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,Latin,MPEG audio file,0.99
124,24,724,0.99,1,4,2009-04-06,Norway,5.94,Bjørn,Hansen,Norway,4,Música Urbana 2,56,7,1,194899,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,Latin,MPEG audio file,0.99
125,24,728,0.99,1,4,2009-04-06,Norway,5.94,Bjørn,Hansen,Norway,4,Woman Of The World (Ao Vivo),56,7,1,298919,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],77,Cássia Eller,Latin,MPEG audio file,0.99
126,24,732,0.99,1,4,2009-04-06,Norway,5.94,Bjørn,Hansen,Norway,4,Smells Like Teen Spirit (Ao Vivo),57,7,1,316865,0.99,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,Latin,MPEG audio file,0.99
127,25,738,0.99,1,10,2009-04-09,Brazil,8.91,Eduardo,Martins,Brazil,4,Admirável Gado Novo,57,7,1,274390,0.99,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,Latin,MPEG audio file,0.99
128,25,744,0.99,1,10,2009-04-09,Brazil,8.91,Eduardo,Martins,Brazil,4,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),57,7,1,188473,0.99,Cássia Eller - Sem Limite [Disc 1],77,Cássia Eller,Latin,MPEG audio file,0.99
129,25,750,0.99,1,10,2009-04-09,Brazil,8.91,Eduardo,Martins,Brazil,4,Drifter,58,1,1,242834,0.99,Come Taste The Band,58,Deep Purple,Rock,MPEG audio file,0.99
130,25,756,0.99,1,10,2009-04-09,Brazil,8.91,Eduardo,Martins,Brazil,4,Child In Time,59,1,1,620460,0.99,Deep Purple In Rock,58,Deep Purple,Rock,MPEG audio file,0.99
131,25,762,0.99,1,10,2009-04-09,Brazil,8.91,Eduardo,Martins,Brazil,4,No No No,60,1,1,414902,0.99,Fireball,58,Deep Purple,Rock,MPEG audio file,0.99
